Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL4865464,19.88,CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO
CHEMBL4865767,49.0,CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)c([C@@H](C)c2ccccc2)o1
CHEMBL4865865,23.5,CN1CCC(Oc2ccc(N3C(=S)N(c4cnc(C#N)c(C(F)(F)F)c4)C(=O)C34CCC4)cc2)CC1
CHEMBL4866043,2.3,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO
CHEMBL4866506,518.0,O=c1cc(N2CCOCC2)cc(N2CC[C@@H](F)[C@@H]2Cc2ccccc2)[nH]1
CHEMBL4866921,8.7,COc1nn(-c2cnccn2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1
CHEMBL4867108,1.55,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3cccc(F)c31)n2CCCC(F)(F)F
CHEMBL4867144,1.0,COC[C@@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1
CHEMBL4867281,0.9,COC[C@H](C)n1cnnc1-c1cccc(NC(=O)c2cn(C)nc2OC)n1
CHEMBL4867351,22.36,C=C(/C=C/c1cccc(Cl)c1)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL4867369,25.5,CN(c1nnc(-c2c(O)cc(-c3cn[nH]c3)cc2F)s1)C1CC(C)(C)NC(C)(C)C1
CHEMBL4867615,3.01,O=C(OCC12CCN(CC1)CC2)N1CCc2ccccc2[C@H]1c1ccc(F)cc1
CHEMBL4868362,3.1,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2(C(F)(F)F)CC2)n1
CHEMBL4868446,21.5,CC(C)(O)COc1nc(OCCC(F)(F)F)c(CO)cc1-c1ccc(S(C)(=O)=O)cc1
CHEMBL4868487,25.0,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3ccccc3)n1)CN(C)CC2
CHEMBL4869124,0.35,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O
CHEMBL4869947,0.1,Cc1cccc(CN(CC2(c3ccccc3F)CCCC2)c2ccc(OCCn3cc(COCCOCCOc4cc(-c5scnc5C)ccc4CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)nn3)cc2)c1Cl
CHEMBL4870065,0.35,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O
CHEMBL4870271,0.6,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@H](C(=O)NC)NC(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)NC1=O
CHEMBL4870355,1.45,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cc3nn[nH]n3)n3ncnc23)cc1
CHEMBL4870569,16.19,CCCCOc1nc(OCC2(O)CCC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO
CHEMBL4870873,0.1,Cc1ncsc1-c1ccc([C@@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](NC(=O)COCCOCc2cn(CCOc3ccc(N(Cc4cccc(O)c4Cl)CC4(c5ccccc5F)CCCC4)cc3)nn2)C(C)(C)C)cc1
CHEMBL4871101,0.1,CC(C)CCn1c(CN2C(=O)C3(CC3)c3cccnc32)nc2cc(CN)ccc21
CHEMBL4871382,36.0,COc1cc2c(cc1Nc1ncc(C(N)=O)c(NC3CCCC3)n1)CN(C)CC2
CHEMBL4871543,3.4,COc1nn(CC2CC2)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1
CHEMBL4871610,1.03,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)NCC(=O)O)n3ncnc23)cc1
CHEMBL4871792,91.0,O=C(Cn1nnc2ccccc2c1=O)NCCc1ccc(Cl)cc1
CHEMBL4872095,7.3,CC(C)CCn1c(CN2C(=O)C3(CC3)c3cc(F)ccc32)nc2cc(CN)ccc21
CHEMBL4872211,125.0,COc1cncc(NC(=O)c2ccn3c(n2)nc2ccccc23)c1
CHEMBL4872522,1.795,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccccc34)C[C@@H]21
CHEMBL4872830,556.0,O=c1cc(N2CCOCC2)cc(N2CCCCC[C@@H]2Cc2ccccc2)[nH]1
CHEMBL4872980,2.3,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC(=O)[C@H](CCCC)N(C)C1=O
CHEMBL4873035,27.8,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3c(C)cccc3F)n1)CN(C)CC2
CHEMBL4873212,599.0,O=c1cc(N2CCOCC2)cc(N2CCC[C@@H]2Cc2ccccc2)[nH]1
CHEMBL4873276,1.0,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1C(=O)C(C)(C)F
CHEMBL4873492,2.68,O=C(CC1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccc(F)cc1
CHEMBL4873528,1.45,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCC(O)CC1
CHEMBL4873779,2.2,C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccn(C)c2=O)n1)C(F)(F)F
CHEMBL4874460,4.1,C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3c2OCCN3C)n1)C(F)(F)F
CHEMBL4874640,657.0,O=c1cc(N2CCOCC2)cc(N2C[C@H]3C[C@H]3[C@@H]2Cc2ccccc2)[nH]1
CHEMBL4874709,20.5,NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2C1CCOCC1
CHEMBL4874802,15.5,CN(c1nnc(-c2c(O)cc(-c3cn[nH]c3)c(F)c2F)s1)C1CC(C)(C)NC(C)(C)C1
CHEMBL4874884,3.9,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CSC[C@H](C(=O)NC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C1=O
CHEMBL4875364,4.2,C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3cccnc23)n1)C(F)(F)F
CHEMBL4876321,0.35,CCCC[C@@H]1NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)CSC[C@@H](C(=O)NC)NC1=O
CHEMBL4876480,6.3,CCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CSC[C@H](C(=O)NC)N(C)C(=O)[C@H](CCCC)NC(=O)[C@H](CCCC)N(C)C(=O)C2CCCN2C1=O
CHEMBL4876558,1.5,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C2CCC2(F)F)n1
CHEMBL4876579,6.8,N#Cc1ncc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCNCC4)cc3)C2=S)cc1C(F)(F)F
CHEMBL4876793,35.5,CNC(=O)c1cc2c(cc1F)C[C@@]1(C2)C(=O)N(c2cnc(C#N)c(C(F)(F)F)c2)C(=S)N1C(C)C
CHEMBL4876843,0.14,O=C1N(Cc2nc3cc(Cl)ccc3n2CCCC(F)(F)F)c2cc(F)ccc2C12CC2
CHEMBL4877113,10.2,C[C@H](n1cnnc1-c1cccc(NC(=O)c2cccc3nccnc23)n1)C(F)(F)F
CHEMBL4877124,0.1,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](NC(=O)COCc2cn(CCOc3ccc(N(Cc4cccc(O)c4Cl)CC4(c5ccccc5F)CCCC4)cc3)nn2)C(C)(C)C)cc1
CHEMBL4877338,0.9,C[C@@H]1Cc2c([nH]c3cccc(F)c23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO
CHEMBL4877602,11.0,CC(C)CCn1c(CN2C(=O)C3(CCCC3)c3ccncc32)nc2cc(CN)ccc21
CHEMBL4877968,4.5,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCN3CC(CF)C3)cc2F)N1S(C)(=O)=O
CHEMBL4878163,2.4,COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)F)n1
CHEMBL4878298,1.085,O=C(CN1C(=O)S/C(=C\c2ccc(O)cc2)C1=O)Nc1ccccc1Cl
CHEMBL4878302,0.75,CC(C)CCn1c(CN2C(=O)C3(CC3)c3ccc(F)cc32)nc2cc(CN)ccc21
CHEMBL4878312,775.0,Oc1cc(N2CCOCC2)nc(N2CCC[C@@H]2Cc2ccccc2)n1
CHEMBL4878586,29.0,COc1cc2c(cc1Nc1ncc(C(N)=O)c(Nc3c(F)cccc3C(F)(F)F)n1)CN(C)CC2
CHEMBL4878848,1.26,N=C(N)Nc1ccc(C(=O)Oc2ccc(CC(=O)N(CC(=O)O)CC(=O)O)n3ncnc23)cc1
CHEMBL4879319,3.38,Cc1cc(N2C(=O)C3(CCC3)N(c3ccc(OC4CCNCC4)nc3)C2=S)cnc1C#N
CHEMBL4879321,16.6,CNC(=O)c1cc2c(cc1F)C[C@]1(C2)C(=O)N(c2cnc(C#N)c(C(F)(F)F)c2)C(=S)N1C(C)C
CHEMBL489293,796.5,O=[N+]([O-])c1cn2c(n1)OC[C@@H](NCc1ccc(OC(F)(F)F)cc1)C2
CHEMBL490201,6.0,CN(Cc1ccc(C2=NCCN2)cc1)C(=O)CNC(=O)c1nc2ccccc2n1Cc1ccccc1
CHEMBL492301,20.5,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2Cl)CC1
CHEMBL492556,26.0,CN(CC1COc2ccccc21)S(=O)(=O)c1ccc2c(c1)CCNCC2
CHEMBL493757,16.0,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CC(Oc2cccc(Cl)c2)C1
CHEMBL493950,31.0,CN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)CCNCC2
CHEMBL497650,15.5,COCc1nc(Nc2ccc(C(F)(F)F)cc2)c2ccc(-c3ncccc3C(F)(F)F)cc2n1
CHEMBL497735,10.1,N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2ccc(F)cc2F)CC1
CHEMBL498749,7.4,N[C@H](Cc1cc(F)c(F)cc1F)C1CCN(C(=O)c2cc3ccccc3cn2)CC1
CHEMBL499180,5.5,CS(=O)(=O)Cc1cccc2c1CCC2c1ncc[nH]1
CHEMBL502,3064000000.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL502078,38.0,COCc1c(F)ccc2c1CC[C@H]2c1ncc[nH]1
CHEMBL505,602.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
CHEMBL50588,145.305,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
CHEMBL506744,36.5,Fc1ccc(-c2cncnc2)c(C2Cc3nccn3C2)c1
CHEMBL5069911,14.0,O=C1CCC(N2C(=O)c3ccc(NS(=O)(=O)c4ccccc4C(F)(F)F)cc3C2=O)C(=O)N1
CHEMBL5069997,24.0,O=C(c1cnc(NCc2cccnc2)nc1)c1cccs1
CHEMBL5070186,66.7,O=C(Cc1cncnc1)N(Cc1cccc(Cl)c1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL5070210,17.0,Cc1cccc(C(=O)c2cnc(NCc3cccnc3)nc2)c1
CHEMBL5070413,1.0,O=C(O)Cn1nc(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5070669,1.24,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1
CHEMBL5071153,1.0,CCc1cc(C)[nH]c(=O)c1CN1CCN(C)c2c(Cl)cc(-c3c(C)noc3C)c(Cl)c2C1=O
CHEMBL5071870,15000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1ccccc1
CHEMBL5071943,28.0,N#Cc1cccc(C(=O)c2cnc(NCc3cccnc3)nc2)c1
CHEMBL5072128,14.0,CC(C)(Nc1ncc(C(=O)N2CC3(CCOCC3)C2)cn1)c1cnccn1
CHEMBL5072351,111000000.0,NCc1n[nH]c(=O)c2ccc(-c3cnsc3)cc12
CHEMBL5072756,8.3,Cc1nc(-c2cccc(CN(C)c3ccc4[nH]nc(C(=O)O)c4c3)c2)sc1C
CHEMBL5073414,68.0,Cc1ccccc1S(=O)(=O)Nc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O
CHEMBL5073747,3.2,CCC(C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5074068,167.5,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)cn1
CHEMBL5074427,17.0,O=C1CCC(N2C(=O)c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3C2=O)C(=O)N1
CHEMBL5074456,3000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1cccc(OC2CC2)c1C#N
CHEMBL5074743,6.0,O=C(c1cnc(NCc2cccnc2)nc1)N1CCC2(CCOCC2)C1
CHEMBL5074790,9.1,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cn(C)nc3C(F)(F)F)nc2n1C
CHEMBL5075025,0.1,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(=O)NCc4ccccc4)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
CHEMBL5075047,30.0,Cc1c(Nc2ncc3cc(Cl)c(C4CCN([C@@H]5COC[C@@H]5O)CC4)cc3n2)cnn1[C@@H]1CC1(F)F
CHEMBL5075174,3.6,Cc1cc(F)c(NC(=O)NCCC(C)(C)C)cc1Nc1ccc2ncn(C)c(=O)c2c1
CHEMBL5075215,0.5,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2)n1
CHEMBL5075255,2000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)c(Cl)cc(OC2CC2)c1C#N
CHEMBL5075824,9.3,Cc1nn(C2COC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1
CHEMBL5075864,39.4,O=C(Cn1nnc2ccccc21)N(Cc1cccc(Cl)c1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL5076017,146000000.0,NCc1n[nH]c(=O)c2ccc(-c3cncs3)cc12
CHEMBL507614,6.0,O=C(O)c1cc2sccc2[nH]1
CHEMBL5076389,26.0,CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@](C)(C#N)CC2)CN3)c1F
CHEMBL5076397,28.0,O[C@H]1COC[C@H]1N1CC[C@@H](c2cc3nc(Nc4cnn([C@@H]5CC5(F)F)c4Cl)ncc3cc2Cl)[C@H](F)C1
CHEMBL5076613,4000000.0,Cc1cc(OC2CC2)c(C#N)c(-c2c(-c3ccc4c(=O)[nH]nc(CN)c4c3)cnn2C)c1
CHEMBL5076664,16000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1ccccc1C#N
CHEMBL5076737,1.9,O=C(O)Cn1nc(Cc2nc3cc(Cl)c(OCC4CC4)cc3[nH]2)c2ccccc2c1=O
CHEMBL5076766,2000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)ccc(OC2CC2)c1C#N
CHEMBL5076816,0.02,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCn5cncc5C4)cc3)n2)cc1OCc1ccccc1
CHEMBL5076988,160000000.0,NCc1n[nH]c(=O)c2ccc(-c3ccccc3)cc12
CHEMBL5077096,14550000.0,Cc1cnc(Nc2cnn(C(F)F)c2)nc1N1CCC2(CCNC2=O)CC1
CHEMBL5077149,3.7,CC(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1
CHEMBL5077251,4.800000000000001,COc1cc(C)c2[nH]cc(/C=N/NC(=N)NCCc3cccnc3)c2c1
CHEMBL5077369,20000000.0,CCn1cc(-c2ccc3c(=O)[nH]nc(CN)c3c2)cn1
CHEMBL5077449,28.0,O=C(c1ccccc1)c1cnc(NCc2cccnc2)nc1
CHEMBL5077462,0.02,COc1cc(NC(=O)c2cc(=O)c3ccccc3o2)c(-c2nnn(-c3ccc(CCN4CCc5cnccc5C4)cc3)n2)cc1OC
CHEMBL5077699,213.0,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1
CHEMBL5077756,61.8,O=C(Cc1cccnc1)N(Cc1cccc(Cl)c1)c1ccc(-c2cn[nH]c2)cc1
CHEMBL5077861,5.0,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1
CHEMBL5077930,0.6,O=C(O)Cn1nc(Cc2nc3cc(F)c(OCC4CC4)cc3[nH]2)c2ccccc2c1=O
CHEMBL5077966,6.0,C[C@@H](Nc1ncc(C(=O)N2CCC3(CCOCC3)C2)cn1)c1cncnc1
CHEMBL5078004,11.0,O=C1CCC(N2C(=O)c3ccc(NS(=O)(=O)c4ccc(OC(F)(F)F)cc4)cc3C2=O)C(=O)N1
CHEMBL5078184,4.5,Cc1csc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1
CHEMBL5078192,7.9,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)ncc4F)cc3n2)CC1
CHEMBL5078345,8.5,CC(C)c1csc(-c2cccc(CN(C)c3ccc4[nH]nc(C(=O)O)c4c3)c2)n1
CHEMBL5078351,7.07,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4ccc(C#N)cc4)CC2)OCC3)cc1
CHEMBL5078388,1.0545,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(OC(F)(F)F)cc13
CHEMBL5078476,105.0,Cc1cc(C)n(C)c(=O)c1CN1CCc2c(Cl)cc(-c3c(C)noc3C)c(Cl)c2C1=O
CHEMBL5078540,11.4,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1C1COC1
CHEMBL5078844,1.1,O=C(O)Cc1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5078862,23.0,N#Cc1cccc(C(=O)c2cnc(NCc3cncnc3)nc2)c1
CHEMBL5078971,36.0,O=C1CCC(N2C(=O)c3ccc(NS(=O)(=O)c4ccccc4)cc3C2=O)C(=O)N1
CHEMBL5079217,0.05,CC(C)c1csc(-c2cccc(CN(C)c3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1
CHEMBL5079401,0.4,CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@@]2(CC[C@@](C)(C(N)=O)C2)CN3)c1F
CHEMBL5079426,40.0,O=C1CCC(N2C(=O)c3ccc(NS(=O)(=O)c4cccc(OC(F)(F)F)c4)cc3C2=O)C(=O)N1
CHEMBL5079471,3.6,CC(C)c1coc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1
CHEMBL5079507,47.5,Cc1ccc(Sc2ccc3n[nH]c(=O)n3n2)cc1
CHEMBL5079608,1.5,O=C(O)Cn1nc(Cn2cc3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5079623,2.2,C[C@H](C(=O)O)n1nc(Cn2cc3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5079705,8.56,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4cnc(C(F)(F)F)nc4)CC2)OCC3)cc1
CHEMBL5079717,1.0,COc1cc(C)[nH]c(=O)c1CN1CCN(C)c2ccc(-c3c(C)noc3C)c(Cl)c2C1=O
CHEMBL5079859,0.8,CNC(=O)[C@H]1CC[C@@]2(CNc3ncc(-c4ccc(N)c(C(=O)N(C)C)c4F)c(Cl)c32)C1
CHEMBL5079863,0.832,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C(F)(F)C(F)(F)F)cc13
CHEMBL5080045,20.25,O=C(NCCc1cccc(Cl)c1)Nc1ccc(Cl)cc1
CHEMBL5080711,3.32,CC1(C)CNC[C@@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)C1
CHEMBL5080751,6000000.0,COc1cccc(-c2c(-c3ccc4c(=O)[nH]nc(CN)c4c3)cnn2C)c1C#N
CHEMBL5080937,15.0,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cn(C)nc3Cl)nc2n1C
CHEMBL5080981,0.7,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2Cl)n1
CHEMBL5081019,2.0,CSc1cc(C)n(C)c(=O)c1CN1CCN(C)c2c(Cl)cc(-c3c(C)noc3C)c(Cl)c2C1=O
CHEMBL5081075,2.0,O=C(c1cnc(NC2(c3cnccn3)COC2)nc1)N1CCC2(CCOCC2)C1
CHEMBL5081158,19.400000000000002,CCc1cc(OC)cc2c(/C=N/NC(=N)NCCc3ccc(C#N)cc3)c[nH]c12
CHEMBL5081182,0.82,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1
CHEMBL5081193,10.1,O=C(Nc1ccn(-c2ccnc(F)c2)n1)C1(c2ccccc2F)CC1
CHEMBL5081315,38.3,C[C@H]1OC(=O)[C@]2(N)CC(F)(F)[C@@H](C)[C@H](/C=C/c3ccc(-c4ccccc4C#N)cn3)[C@H]12
CHEMBL5081453,6.5,CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@@]4(CCCCNC4=O)C2)CN3)c1F
CHEMBL5081545,0.004685,COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(Oc5cccnc5)ccc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2
CHEMBL5081571,42.0,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C1N
CHEMBL5081796,52.0,Cc1noc(C)c1-c1cc(Cl)c2c(c1Cl)C(=O)N(Cc1c(C3CC3)cc(C)n(C)c1=O)CC2
CHEMBL5081803,1.225,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(C(F)F)cc13
CHEMBL5082391,49000000.0,Cc1c(-c2ccc3c(=O)[nH]nc(CN)c3c2)cnn1C
CHEMBL5082406,203.0,C[C@@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1
CHEMBL5082420,0.6,CO[C@]1(C)C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@](C)(O)C[C@@H](C)CN(C)C(=O)C[C@@H](Cc3ccc(NC(=O)[C@H](Cc4ccccc4Cl)NC(C)=O)cc3)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O
CHEMBL5082529,10.0,COc1cc(C)n(C)c(=O)c1CN1CCc2c(Cl)cc(-c3c(C)noc3C)c(Cl)c2C1=O
CHEMBL5082540,4.0,CC(C)(Nc1ncc(C(=O)N2CCC3(CCOCC3)C2)cn1)c1cncnc1
CHEMBL5082556,2.0,C[C@H](C(=O)O)c1nn(Cc2cn3cc(OCC4CC4)c(Cl)cc3n2)c2ccccc2c1=O
CHEMBL5082573,0.3,CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@](C)(C(N)=O)C2)CN3)c1F
CHEMBL5082606,2000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1cc(Cl)cc(OC2CC2)c1C#N
CHEMBL5082701,7.0,C[C@H](Nc1ncc(C(=O)N2CCC3(CCOCC3)C2)cn1)c1cncnc1
CHEMBL5083082,3.8,Cc1nc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)sc1C
CHEMBL5083289,16.0,C[C@H](Nc1ncc(C(=O)N2CC3(CCOCC3)C2)cn1)c1cnccn1
CHEMBL5083379,3000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(Cl)ccc(OC2CC2)c1C#N
CHEMBL5083414,25.87,NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1
CHEMBL5083563,19.7,Cc1nn(C)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1
CHEMBL5083688,4.63,N#Cc1ccc2c(-c3nc(N[C@H]4CCCNC4)ncc3C(F)(F)F)c[nH]c2c1
CHEMBL5083969,13.35,CCc1cc(OC)cc2c(/C=N/NC(=N)NCCc3ccc(F)cc3)c[nH]c12
CHEMBL5084042,5.7,CN(C)C(=O)c1c(N)ccc(-c2cnc3c(c2Cl)[C@]2(CC[C@](C)(O)CC2)CN3)c1F
CHEMBL5084186,9.07,CCS(=O)(=O)c1ccc(CNC(=O)c2cc3c(s2)C2(CCN([C@H](C)c4cnc(C(F)(F)F)nc4)CC2)O[C@@H](C)C3)nc1
CHEMBL5084200,18.0,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)ncc4F)cc3n2)CC1
CHEMBL5084281,46.0,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1Cl
CHEMBL5084331,4.75,CCc1cc(OC)cc2c(/C=N/NC(=N)NCCc3cccnc3)c[nH]c12
CHEMBL5084364,3000000.0,Cn1ncc(-c2ccc3c(=O)[nH]nc(CN)c3c2)c1-c1c(F)cccc1C#N
